cpv_code;cpv_description;total_tenders
30195920-7;Tablice magnetyczne;1
30196000-9;Systemy planowania;1
30197610-5;Papier i tektura złożone;1
30197640-4;Papier samokopiujący lub inny papier powielający;1
30199200-2;Koperty, karty pocztowe oraz czyste karty pocztowe;1
30199712-4;Inne zadrukowane koperty;1
30199730-6;Wizytówki;1
30199780-1;Bibuły;1
30199791-1;Terminarze ścienne;1
30211400-5;Konfiguracje komputerowe;1
30233120-8;Jednostki do przechowywania taśm magnetycznych;1
30233152-1;Urządzenie do odczytu i/lub wypalania uniwersalnych dysków wideo (DVD;1
30233153-8;Urządzenie do odczytu i/lub wypalania płyt kompaktowych (CD;1
30233300-4;Czytniki kart inteligentnych;1
30234400-2;Uniwersalne dyski wideo (DVD;1
30236111-3;Pamięć dynamiczna o dostępie swobodnym (DRAM;1
30236113-7;Synchroniczna pamięć dynamiczna o dostępie swobodnym (SDRAM;1
30237135-4;Karty sieciowe;1
30237220-7;Podkładki pod myszy;1
30237290-8;Podpórki pod nadgarstki przy klawiaturze;1
31121340-5;Elektrownie wiatrowe;1
31161700-9;Części generatorów parowych;1
31161900-1;Układy sterowania napięcia;1
31162000-9;Części transformatorów, wzbudników oraz przekształtników;1
31172000-2;Transformatory napięciowe;1
31211300-1;Bezpieczniki;1
31214000-9;Przekładnia;1
31214300-2;Zewnętrzne instalacje przełącznikowe;1
31221000-1;Przełączniki elektryczne;1
31224000-2;Podłączenia i elementy stykowe;1
31321100-3;Napowietrzne linie energetyczne;1
31350000-4;Przewodniki elektryczne do celów przetwarzania danych i sterowania;1
31351000-1;Elektryczne przewodniki do systemów kontroli dostępu;1
31433000-0;Akumulatory niklowo-żelazowe;1
31512000-8;Lampy halogenowe z żarnikiem wolframowym;1
31521100-5;Lampy na biurko;1
31521310-0;Reflektory ostrzegawcze;1
31642100-9;Aparatura do wykrywania przewodów metalowych;1
31642300-1;Aparatura do wykrywania tworzyw sztucznych;1
31670000-3;Elektryczne części maszyn i aparatury;1
31682200-2;Panele przyrządowe;1
31682310-6;Panele średniego napięcia;1
31711430-6;Lampy elektronowe;1
31712340-5;Diody;1
31712345-0;Diody tunelowe;1
31712353-9;Tranzystory polowe typu metal-tlenek-półprzewodnik (MOSFET;1
32210000-8;Sprzęt nadawczy;1
32220000-1;Telewizyjna aparatura nadawcza bez aparatury odbiorczej;1
32223000-2;Aparatura nadawcza wideo;1
32233000-5;Stacje wzmacniające częstotliwość radiową;1
32324100-1;Telewizje kolorowe;1
32324400-4;Anteny telewizyjne;1
32331500-7;Nagrywarki;1
32332000-9;Rejestratory z taśmą magnetyczną;1
32332100-0;Dyktafony;1
32342450-1;Rejestratory głosu;1
32343200-1;Megafony;1
32354400-3;Film do odbitek natychmiastowych;1
32423000-4;Gniazda sieciowe;1
32441300-9;System telemetryczny;1
32442000-3;Wyposażenie terminali;1
32521000-1;Kable telekomunikacyjne;1
32533000-8;Satelitarne stacje naziemne;1
32541000-7;Wyposażenie centrali;1
32543000-1;Łącznice telefoniczne;1
32544000-8;Wyposażenie central prywatnych połączonych z centralą miejską;1
32546100-3;Centrale cyfrowe;1
32552330-9;Telefoniczna aparatura przełączająca;1
32552420-7;Przemienniki częstotliwości;1
32560000-6;Tworzywa z włókna optycznego;1
32562100-1;Kable światłowodowe do przesyłu informacji;1
32581100-0;Kabel do transmisji danych;1
33112330-0;Echoencefalografy;1
33123100-9;Tensjometr;1
33123220-6;Urządzenia do kardioangiografii;1
33131510-5;Wiertła stomatologiczne;1
33131600-3;Przyrządy do wypełnień stomatologicznych;1
33138100-7;Protezy zębowe;1
33141230-1;Rozszerzadła;1
33141325-4;Igły do przetok;1
33141510-8;Produkty krwiopochodne;1
33141520-1;Wyciągi z osocza;1
33141760-5;Łupki;1
33141850-3;Produkty higieny stomatologicznej;1
33141900-9;Lancety;1
33157100-6;Maski do gazów medycznych;1
33158500-7;Przyrządy medyczne na podczerwień;1
33164000-7;Urządzenia do koelioskopii;1
33181200-4;Filtry do dializy;1
33184420-3;Zewnętrzne protezy piersi;1
33184600-9;Sztuczne gałki oczne;1
33192320-1;Uchwyty do butelek na mocz;1
33194210-1;Urządzenia do transfuzji krwi;1
33611000-6;Produkty lecznicze do leczenia zaburzeń związanych z nadkwasotą;1
33616000-1;Witaminy;1
33622100-7;Produkty lecznicze do terapii serca;1
33622200-8;Środki przeciw nadciśnieniu;1
33622300-9;Środki moczopędne;1
33622800-4;Środki aktywne wobec układu reninoangiotensyny;1
33631000-2;Produkty lecznicze dla dermatologii;1
33651200-0;Środki przeciwgrzybiczne do użytku ogólnoustrojowego;1
33651610-7;Szczepionki przeciw dyfterytowi-kokluszowi-tężcowi;1
33651690-1;Szczepionki dla medycyny weterynaryjnej;1
33661700-8;Pozostałe produkty lecznicze dla układu nerwowego;1
33692300-0;Roztwory do perfuzji;1
33711400-1;Produkty upiększające;1
33711520-8;Żele do kąpieli;1
33711630-2;Peruki;1
33711700-4;Artykuły i preparaty do higieny jamy ustnej lub zębów;1
33711720-0;Pasta do zębów;1
33721200-2;Maszynki do golenia;1
33732000-0;Płyny do soczewek kontaktowych;1
33734000-4;Okulary;1
33764000-3;Serwetki papierowe;1
33910000-2;Przyrządy i artykuły do przeprowadzania sekcji w przypadkach patologicznych;1
33920000-5;Sprzęt i artykuły do autopsji;1
33963000-8;Płyny do balsamowania lub obróbki chemicznej;1
34111100-9;Przyczepy mieszkalne;1
34144751-7;Wozy bramowe;1
34211300-9;Nadwozia do pojazdów do transportu towarów;1
34224100-4;Części przyczep i naczep;1
34311110-4;Silniki spalinowe o zapłonie iskrowym;1
34311120-7;Silniki z zapłonem samoczynnym;1
34312700-4;Gumowe pasy napędowe;1
34321200-5;Przekładnie;1
34328000-2;Stoiska do prób, zestawy do zmiany przeznaczenia użytkowego pojazdów i pasy bezpieczeństwa;1
34328200-4;Zestawy do zmiany przeznaczenia użytkowego pojazdów;1
34514400-7;Pływające platformy wiertnicze;1
34522200-4;Szalupy ratunkowe;1
34522400-6;Szalupy półsztywne;1
34522500-7;Szalupy gumowe;1
34522600-8;Łodzie wiosłowe;1
34600000-3;Lokomotywy kolejowe i tramwajowe oraz tabor kolejowy i podobne elementy;1
34721100-8;Lotnie;1
34731800-8;Opony do statków powietrznych;1
34911000-6;Wozy konne i ręczne oraz inne pojazdy nienapędzane mechanicznie;1
34913100-1;Zużyte opony;1
34913600-6;Śruby napędowe do statków;1
34928340-3;Płoty śniegowe;1
34928471-0;Tworzywa sygnalizacyjne;1
34944000-6;Układ grzewczy;1
34947000-7;Podkłady kolejowe i ich części;1
34960000-4;Urządzenia lotniskowe;1
34962000-8;Urządzenia kontroli ruchu lotniczego;1
34962200-0;Kontrola ruchu lotniczego;1
34993000-4;Światła drogowe;1
34999000-6;Generatory sygnałów, rozdzielacze sygnału antenowego i maszyny galwanotechniczne;1
34999410-3;Modele samolotów w skali;1
34999420-6;Modele statków w skali;1
35111400-9;Sprzęt do ucieczki w razie pożaru;1
35111520-6;Piany do tłumienia ognia lub podobne kompozycje;1
35113100-0;Budowlany sprzęt bezpieczeństwa;1
35121500-3;Uszczelnienia;1
35125110-0;Czujniki biometryczne;1
35261000-1;Panele informacyjne;1
35320000-3;Broń palna;1
35321000-0;Broń palna lekka;1
35321200-2;Karabiny;1
35322400-1;Moździerze;1
35331300-3;Granaty;1
35500000-9;Okręty wojenne i ich części;1
35710000-4;Systemy dowodzenia, kontroli, łączności i systemy komputerowe;1
35812300-2;Bojowe nakrycia głowy;1
37313100-6;Klawesyny;1
37313200-7;Klawikordy;1
37314100-3;Klarnety;1
37314200-4;Oboje;1
37314320-1;Flety;1
37315000-9;Instrumenty muzyczne ze wzmacniaczami elektrycznymi;1
37321000-4;Akcesoria do instrumentów muzycznych;1
37321400-8;Struny lub ich komplety;1
37321700-1;Stojaki na instrumenty muzyczne lub nuty;1
37412200-1;Akwalungi i maski do płytkiego nurkowania;1
37412243-4;Skafandry zanurzeniowe;1
37413230-7;Sidła;1
37414000-3;Towary kempingowe;1
37416000-7;Sprzęt wypoczynkowy;1
37424000-6;Sprzęt do skoków gimnastycznych;1
37430000-1;Sprzęt bokserski;1
37441200-3;Schodki;1
37441600-7;Trampoliny;1
37442200-8;Sztangi;1
37442310-4;Maszyny ćwiczące wytrzymałość dolnej części ciała;1
37442900-8;Różnorodny sprzęt gimnastyczny;1
37461000-7;Gry stołowe i wyposażenie;1
37462000-4;Gry tarczowe i wyposażenie;1
37524400-1;Gry wymagające współpracy;1
37535250-4;Huśtawki (poziome;1
37535290-6;Ścianki i liny do wspinania;1
37823500-8;Papier rysunkowy i kreślarski;1
38111000-6;Urządzenia do ustalania kierunku;1
38111100-7;Kompasy;1
38111110-0;Akcesoria do kompasów;1
38126000-4;Aparatura do obserwacji powierzchniowej;1
38260000-5;Magnetometryczne przyrządy geofizyczne;1
38340000-0;Przyrządy do mierzenia ilości;1
38341320-6;Woltomierze;1
38341400-1;Liczniki Geigera;1
38341600-3;Monitory do śledzenia promieniowania;1
38414000-0;Higrometry;1
38426000-7;Kulometry;1
38431200-7;Aparatury do wykrywania dymu;1
38432300-5;Aparatura do analizy dymu;1
38436100-1;Wstrząsarki mechaniczne;1
38436400-4;Wstrząsarki magnetyczne;1
38436610-9;Przyrządy dyspergujące do homogenizatorów zanurzeniowych;1
38436710-0;Sondy do rozdrabniaczy ultradźwiękowych;1
38512100-8;Mikroskopy jonowe;1
38514000-1;Mikroskopy Darkfielda i mikroskopy z sondą skanującą;1
38516000-5;Dwuobiektywowe mikroskopy optyczne;1
38518200-1;Mikroskopy optyczne stereo lub rozcinające;1
38519400-0;Zautomatyzowane stopnie do mikroskopów;1
38527100-6;Dozymetry komór jonizacyjnych;1
38542000-6;Serwo-hydrauliczna aparatura testująca;1
38546100-5;Wykrywacze bomb;1
38554000-3;Liczniki elektryczności;1
38561110-9;Tachometry;1
38571000-8;Ograniczniki prędkości;1
38623000-8;Filtry optyczne;1
38653110-1;Fotograficzne lampy błyskowe;1
38654100-5;Sprzęt do mikrofilmów;1
38700000-2;"Liczniki czasu i tym podobne; parkometry";1
38710000-5;Liczniki czasu;1
38720000-8;Rejestratory czasu;1
38821000-6;Radiowe urządzenia zdalnie sterowane;1
38923000-1;Analizatory paszy;1
39113300-0;Ławy;1
39113700-4;Podnóżki;1
39132500-1;Wózki biurowe;1
39134100-1;Stoły komputerowe;1
39143100-7;Meble do sypialni;1
39143123-4;Stoliki nocne;1
39143210-1;Stoły do jadalni;1
39144000-3;Meble łazienkowe;1
39154100-7;Szafki wystawowe;1
39221120-4;Filiżanki i szklanki;1
39223000-1;Łyżki, widelce;1
39224200-0;Szczotki;1
39224320-7;Gąbki;1
39225700-2;Butelki, słoiki i flakoniki;1
39226210-7;Butle;1
39237000-2;Urządzenia do odśnieżania;1
39254000-7;Wyroby zegarmistrzowskie;1
39254100-8;Zegary;1
39254120-4;Zegary ścienne;1
39264000-0;Osprzęt do skoroszytów na akta lub do akt luzem;1
39295100-7;Parasole przeciwsłoneczne;1
39298000-7;Figurki, ozdoby, ramy do fotografii lub zdjęć oraz lustra;1
39298910-9;Choinki;1
39299100-5;Ampułki szklane;1
39299200-6;Szkło bezodpryskowe;1
39341000-4;Sprzęt gazowy ciśnieniowy;1
39512600-0;Pokrowce na siedziska;1
39513000-1;Bielizna stołowa;1
39515430-8;Żaluzje weneckie;1
39522100-8;Brezenty impregnowane, markizy i zasłony przeciwsłoneczne;1
39522500-2;Włókiennicze wyroby kempingowe;1
39523100-5;Spadochrony kierowane;1
39525500-3;Moskitiery;1
39531000-3;Dywany;1
39541000-6;Powróz, lina, szpagat i siatka;1
39542000-3;Szmaty;1
39561000-2;Tiul, koronka, skrawki tkanin tkanych, wykończenia i hafty;1
39561110-6;Wstążka;1
39711211-1;Miksery kuchenne;1
39713420-3;Froterki do podłóg;1
39713431-3;Akcesoria do odkurzaczy;1
39713500-8;Żelazka elektryczne;1
39715100-8;Elektryczne podgrzewacze wody, natychmiastowe lub akumulacyjne oraz grzałki nurnikowe;1
39715240-1;Elektryczna aparatura do podgrzewania powietrza;1
39812200-9;Pasty do butów;1
39820000-6;Środki organiczne powierzchniowo czynne;1
39831230-7;Środki rozpuszczające tłuszcze;1
39833000-0;Produkty zapobiegające osiadaniu kurzu;1
42113390-4;Układy paliwa gazowego;1
42121100-4;Cylindry hydrauliczne lub pneumatyczne;1
42122180-5;Pompy paliwowe;1
42122411-4;Pompy do odżywiania;1
42122419-0;Pompy perfuzyjne;1
42122420-0;Podnośniki cieczowe;1
42122430-3;Pompy odśrodkowe;1
42123610-6;Układy sprężonego powietrza;1
42124100-5;Części generatorów mocy lub silników;1
42124320-3;Części pomp próżniowych;1
42131100-7;Zawory funkcyjne;1
42131141-6;Zawory obniżające ciśnienie;1
42131200-8;Zawory konstrukcyjne;1
42131220-4;Zawory dyszowe;1
42132110-7;Elektryczne siłowniki zaworowe;1
42132130-3;Pneumatyczne siłowniki zaworowe;1
42141300-2;Przekładnie i przekładnie zębate;1
42141800-7;Złącza uniwersalne;1
42142100-7;Części przekładni zębatych;1
42330000-8;Piece do spopielania;1
42413100-5;Wbudowane układy podnośnikowe;1
42413400-8;Podnośniki mechaniczne;1
42416400-9;Schody ruchome;1
42417230-3;Opancerzone przenośniki górnicze (AFCS;1
42418910-1;Urządzenia załadowcze;1
42419100-7;Części dźwigów;1
42419900-5;Części przekładni wyciągnikowych i innych urządzeń podnośnikowych lub przenośnikowych;1
42512500-3;Części maszyn do konfekcjonowania powietrza;1
42522100-2;Części wentylatorów;1
42622000-2;Maszyny do frezowania lub gwintowania;1
42641100-2;Obrabiarki do obróbki kamienia;1
42641300-4;Obrabiarki do obróbki betonu;1
42641400-5;Obrabiarki do obróbki szkła;1
42661100-8;Urządzenia do lutowania na miękko;1
42671100-1;Stojaki na narzędzia laboratoryjne;1
42677000-2;Części narzędzi pneumatycznych;1
42716100-9;Instalacje piorące;1
42718100-3;Maszyny do prasowania;1
42718200-4;Prasy maglujące;1
42913500-4;Filtry wlotu powietrza;1
42923100-3;Maszyny ważące;1
42924200-1;Maszyny do czyszczenia parą i piaskowania;1
42968200-1;Maszyny wydające artykuły toaletowe;1
42968300-2;System do podawania papieru toaletowego;1
42972000-0;Części maszyn czyszczących;1
42991210-4;Maszyny drukarskie offsetowe;1
42991230-0;Drukarki do biletów;1
42992100-7;Klatka Faradaya;1
42995200-9;Maszyny do sprzątania plaży;1
42996700-1;Wytrącarki;1
42996800-2;Złoża osadowe;1
43100000-4;Urządzenia górnicze;1
43124100-9;Drenaże;1
43132100-8;Maszyny do wierceń;1
43212000-2;Spycharki skośne;1
43230000-4;Maszyny zgarniające;1
43311000-6;Urządzenia do wbijania pali;1
43620000-5;Części maszyn do obróbki minerałów;1
44112230-9;Linoleum;1
44112430-1;Szyby dachowe;1
44114220-0;Rury i osprzęt betonowy;1
44115000-9;Osprzęt budowlany;1
44115800-7;Osprzęt wewnętrzny do budynków;1
44131000-7;Komory ściekowe;1
44140000-3;Produkty związane z materiałami budowlanymi;1
44141100-1;Kanały elektryczne;1
44161100-7;Gazociągi;1
44163140-3;Przewody rurowe parowe i wodne;1
44163200-2;Osprzęt do przewodów rurowych;1
44164310-3;Rurki i osprzęt;1
44170000-2;Płyty, arkusze, pasek i folia związana z materiałami budowlanymi;1
44191100-6;Sklejka;1
44211110-6;Baraki;1
44212221-4;Słupy stalowe;1
44212260-9;Maszty radiowe i telewizyjne;1
44212263-0;Maszty kratowe;1
44212310-5;Rusztowania;1
44212314-3;Zawiesia przewodów;1
44212380-6;Części konstrukcji;1
44212510-7;Kątowniki;1
44221110-9;Ramy okienne;1
44233000-2;Klatki schodowe;1
44316300-1;Kratownice;1
44320000-9;Kabel i podobne wyroby;1
44321000-6;Kabel;1
44322000-3;Akcesoria do okablowania;1
44322100-4;Kanały kablowe;1
44322200-5;Złącza kablowe;1
44332000-6;Pręty (budowlane;1
44411100-5;Kurki;1
44411300-7;Umywalki;1
44411400-8;Brodziki;1
44411700-1;Deski sedesowe, pokrywy, muszle, miski klozetowe i rezerwuary;1
44411710-4;Deski sedesowe;1
44420000-0;Wyroby stosowane w budownictwie;1
44430000-3;Zbrojenia;1
44512930-0;Skrzynki narzędziowe;1
44514200-8;Części narzędzi;1
44521000-8;Różne kłódki i zamki;1
44521120-5;Elektroniczne zamki bezpieczeństwa;1
44521130-8;Zamki o podwyższonym stopniu bezpieczeństwa;1
44523200-4;Mocowania;1
44531100-2;Wkręty do drewna;1
44532100-9;Nity;1
44614300-0;Zestawy pojemników do przechowywania;1
44616200-3;Bębny na odpady;1
44618500-0;Kadzie;1
44619100-3;Pudełka;1
44621112-7;Części grzejników centralnego ogrzewania;1
44621221-4;Części kotłów grzewczych centralnego ogrzewania;1
44622000-6;Układy odzyskiwania ciepła;1
44820000-4;Lakiery;1
44830000-7;Mastyksy, wypełniacze, kity i rozpuszczalniki;1
44832200-3;Rozcieńczalniki;1
45112300-8;Rekultywacja gleby;1
45112450-4;Roboty wykopaliskowe na terenach archeologicznych;1
45112500-0;Usuwanie gleby;1
45112721-5;Roboty w zakresie kształtowania pól golfowych;1
45212213-2;Roboty związane z oznakowaniem obiektów sportowych;1
45212311-9;Roboty budowlane w zakresie galerii sztuki;1
45212320-5;Roboty budowlane w zakresie budowy obiektów wystawiania sztuki;1
45212411-0;Roboty budowlane w zakresie hoteli;1
45212600-2;Roboty budowlane w zakresie pawilonów;1
45213320-2;Roboty budowlane w zakresie budowy obiektów budowlanych związanych z transportem kolejowym;1
45213332-9;Roboty budowlane w zakresie wież kontrolnych;1
45214640-8;Roboty budowlane w zakresie stacji meteorologicznych;1
45215142-4;Roboty budowlane w zakresie oddziałów intensywnej opieki;1
45216122-5;Roboty budowlane w zakresie pogotowia ratunkowego;1
45221114-4;Roboty budowlane w zakresie mostów z żelaza;1
45221115-1;Roboty budowlane w zakresie mostów ze stali;1
45221200-4;Roboty budowlane w zakresie budowy tuneli, szybów i kolei podziemnej;1
45221210-7;Tunele zadaszone lub częściowo zadaszone;1
45221230-3;Szyby;1
45231200-7;Roboty budowlane w zakresie budowy rurociągów naftowych i gazociągów;1
45232151-5;Roboty budowlane w zakresie węzłów do przepompowywania wody;1
45232220-0;Roboty budowlane w zakresie podstacji;1
45233110-3;Roboty w zakresie budowy autostrad;1
45233210-4;Roboty w zakresie nawierzchni autostrad;1
45233270-2;Malowanie nawierzchni parkingów;1
45234114-8;Roboty budowlane w zakresie nasypów kolejowych;1
45234121-0;Roboty w zakresie kolei tramwajowej;1
45234240-0;Kolej linowa napowietrzna;1
45235100-4;Roboty budowlane w zakresie budowy lotnisk;1
45235210-8;Wymiana nawierzchni pasów startowych;1
45235311-6;Roboty budowlane w zakresie nawierzchni dróg do kołowania;1
45236112-8;Wyrównywanie nawierzchni kortów tenisowych;1
45241000-8;Budowa portów;1
45243200-4;Roboty budowlane w zakresie falochronów;1
45246100-4;Budowa zapór;1
45246510-1;Roboty budowlane w zakresie deptaków;1
45247000-0;Roboty w zakresie budowy tam, kanałów, kanałów irygacyjnych i akweduktów;1
45247210-5;Roboty budowlane w zakresie tam;1
45248500-2;Roboty budowlane w zakresie barier ruchomych;1
45251143-5;Roboty budowlane w zakresie instalacji sprężających powietrze;1
45252130-8;Wyposażenie zakładów odprowadzania ścieków;1
45253300-8;Roboty budowlane w zakresie zakładów destylacji lub rektyfikacji;1
45261212-3;Kładzenie łupków dachowych;1
45261220-2;Malowanie dachów i inne roboty dotyczące okładzin;1
45262120-8;Wznoszenie rusztowań;1
45262340-6;Wstrzykiwanie zaprawy;1
45262370-5;Roboty w zakresie pokrywania betonem;1
45262426-3;Roboty przy wbijaniu pali;1
45262511-6;Cięcie kamienia;1
45262512-3;Kamieniarskie roboty wykończeniowe;1
45262610-0;Kominy przemysłowe;1
45262650-2;Roboty w zakresie okładania;1
45262710-1;Konserwacja fresków;1
45313200-6;Instalowanie ruchomych schodów;1
45316210-0;Instalowanie urządzeń kontroli ruchu drogowego;1
45316220-3;Instalowanie urządzeń sygnalizacyjnych portów lotniczych;1
45317400-6;Instalowanie urządzeń filtrujących;1
45333100-1;Instalowanie urządzeń regulacji gazu;1
45343210-8;Instalowanie sprzętu gaśniczego CO2;1
